Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,28,102057,102057,Melbourne (CBD),Mckinsey & Co,6962,Management Advice and Other Consulting Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Lord Mayors Charitable Foundation,9559,Other Interest Group Services n.e.c.,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Lanteri Partners Group,6419,Other Auxiliary Finance and Investment Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Indemnity Solutions,6420,Auxiliary Insurance Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),ICM Australia,6962,Management Advice and Other Consulting Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Grant Samuel & Associates,6419,Other Auxiliary Finance and Investment Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Flinders City Newsagency,4244,Newspaper and Book Retailing,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Fish & Nankivell Ogilvie Watson,7211,Employment Placement and Recruitment Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),CEB,6962,Management Advice and Other Consulting Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Austcom Proprietary Limited,6712,Non-Residential Property Operators,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Anthony Squires,4254,Men's Clothing Retailing,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Amazon Web Services,7000,Computer System Design and Related Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Alpha Broking,6411,Financial Asset Broking Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Affinity Private,6419,Other Auxiliary Finance and Investment Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,28,102057,102057,Melbourne (CBD),Aberdeen Asset Management Limited,6411,Financial Asset Broking Services,144.97372,-37.81372,"(-37.81372276, 144.9737195)"
2018,18,104033,104033,Melbourne (CBD),Hotel Lindrum,4400,Accommodation,144.97359,-37.81529,"(-37.81528646, 144.9735897)"
2018,18,104033,104033,Melbourne (CBD),Felt Restaurant,4511,Cafes and Restaurants,144.97359,-37.81529,"(-37.81528646, 144.9735897)"
2018,28,103969,103969,Melbourne (CBD),NH Architecture,6921,Architectural Services,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),Nab Financial Planning Melbourne Cbd East Pty Ltd,6419,Other Auxiliary Finance and Investment Services,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),Multiplex Construction,3019,Other Residential Building Construction,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),Kidman Resources,1012,Mineral Exploration,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),IBIS World,6950,Market Research and Statistical Services,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),Assessments Australia,8220,Educational Support Services,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,28,103969,103969,Melbourne (CBD),Acorn Consulting Group,6932,Accounting Services,144.97357,-37.81424,"(-37.81424289, 144.9735729)"
2018,38,102174,102174,Melbourne (CBD),Wilkinson Publishing,5413,Book Publishing,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Victorian Water Industry Association,9551,Business and Professional Association Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Vacant,0,Vacant Space,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Total Face Group,8512,Specialist Medical Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Rooprani Herbal Salon,9511,Hairdressing and Beauty Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),P.R.B. Holdings Proprietary Limited,6419,Other Auxiliary Finance and Investment Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Pan Group Australia,6962,Management Advice and Other Consulting Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Mr Stephen Rodney Hookey,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Melbourne Dental Wellbeing,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Karenlee Nominees Pty Ltd,3211,Land Development and Subdivision,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),John Gribble Architects,6921,Architectural Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),John A Newton,6962,Management Advice and Other Consulting Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),D - Spa,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Dr Mark Rennicks Cabouret,8512,Specialist Medical Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Dr Gerald Michael Moran,8512,Specialist Medical Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Dr David Gale,8512,Specialist Medical Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Comfi-Denture Pty Ltd,2412,Medical and Surgical Equipment Manufacturing,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Collins Street Dental,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Collins Precision Dental,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Cafe Alcaston,4511,Cafes and Restaurants,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Antippa Lawyers,6931,Legal Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,38,102174,102174,Melbourne (CBD),Alcaston Dental Group,8531,Dental Services,144.97355,-37.81305,"(-37.81305254, 144.9735471)"
2018,18,103912,103912,Melbourne (CBD),Veski,9559,Other Interest Group Services n.e.c.,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Vacant,0,Vacant Space,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Vacant,0,Vacant Space,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Oceania Australia Foundation,7299,Other Administrative Services n.e.c.,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Leadership Plus Inc,8790,Other Social Assistance Services,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Committee For Melbourne,7299,Other Administrative Services n.e.c.,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,18,103912,103912,Melbourne (CBD),Bio Melbourne Network,6910,Scientific Research Services,144.97355,-37.81474,"(-37.81473902, 144.9735532)"
2018,28,102058,102058,Melbourne (CBD),Mamasita,4511,Cafes and Restaurants,144.97346,-37.81379,"(-37.8137936, 144.9734612)"
2018,28,102058,102058,Melbourne (CBD),7 Eleven,4111,Convenience Store,144.97346,-37.81379,"(-37.8137936, 144.9734612)"
2018,38,102173,102173,Melbourne (CBD),Sequoia Financial Group,6419,Other Auxiliary Finance and Investment Services,144.97342,-37.8131,"(-37.81310205, 144.9734177)"
2018,38,102173,102173,Melbourne (CBD),RSL of Australia (Vic),8790,Other Social Assistance Services,144.97342,-37.8131,"(-37.81310205, 144.9734177)"
2018,38,108981,108981,Melbourne (CBD),Spontaneous Express,4512,Takeaway Food Services,144.97341,-37.81278,"(-37.81277598, 144.9734145)"
2018,38,108981,108981,Melbourne (CBD),Metro Melbourne,4710,Rail Freight Transport,144.97341,-37.81278,"(-37.81277598, 144.9734145)"
2018,228,106892,106892,Carlton,Michael Bula Solicitors,6931,Legal Services,144.97338,-37.79335,"(-37.79334724, 144.9733814)"
2018,228,106892,106892,Carlton,Melbourne French Theatre Incorporated,9001,Performing Arts Operation,144.97338,-37.79335,"(-37.79334724, 144.9733814)"
2018,228,106892,106892,Carlton,Consulate of Senegal,7552,Foreign Government Representation,144.97338,-37.79335,"(-37.79334724, 144.9733814)"
2018,28,102059,102059,Melbourne (CBD),You Day Spa,9511,Hairdressing and Beauty Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Women In Dentistry,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Wolford Melbourne,4255,Women's Clothing Retailing,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Weston Lawyers,6931,Legal Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Vacant (Melbourne Skin Clinic),0,Vacant Space,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Vacant,0,Vacant Space,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Vacant,0,Vacant Space,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Rotary Club Of Melbourne Inc,9559,Other Interest Group Services n.e.c.,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Pressed Juices,4129,Other Specialised Food Retailing,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Philip A Yeung /Dr Gordon Burt/Dr Kunal Pandya,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Mr Kenneth Stewart Brearley,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Lavrin & Lawrence Orthadontics / Ortho Excellence,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Indextra Institute,6240,Financial Asset Investing,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Fuji Ceramics Laboratory,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Excellence in Dentistry,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr. Robert Lefkovits,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr Richard Stark / Dr. Catherine Stark / Dr. Debo Gorai,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr Richard Dennis Skinner,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr Peter F Glynn / Dr Jessica Portuondo,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr John Ladakis,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr Isla Margaret Williams,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr Heather Gaynor Simmonds,8511,General Practice Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Dr. George Chin,8512,Specialist Medical Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Collins Street Radiology,8520,Pathology and Diagnostic Imaging Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Collins Street Periodontics,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Collins St (East) Podiatry,8599,Other Health Care Services n.e.c.,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Biruu,6962,Management Advice and Other Consulting Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Birdseye Dental Group,8531,Dental Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),Achieve Resumes,6962,Management Advice and Other Consulting Services,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,28,102059,102059,Melbourne (CBD),AB Orthodontics,3720,Pharmaceutical and Toiletry Goods Wholesaling,144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,227,101448,101448,Carlton,Lanza Lawyers,6931,Legal Services,144.97329,-37.79378,"(-37.79377981, 144.973286)"
2018,227,101448,101448,Carlton,La Maison de Maitre,6712,Non-Residential Property Operators,144.97329,-37.79378,"(-37.79377981, 144.973286)"
2018,18,103914,103914,Melbourne (CBD),Vacant,0,Vacant Space,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Mills Gorman Architects,6921,Architectural Services,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Impact Data,7000,Computer System Design and Related Services,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Fonda Flinders Lane,4511,Cafes and Restaurants,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Elvie Hill Fashions,1351,Clothing Manufacturing,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Craft,6924,Other Specialised Design Services,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,18,103914,103914,Melbourne (CBD),Carr Design,6921,Architectural Services,144.97329,-37.81489,"(-37.8148942, 144.973293)"
2018,38,102172,102172,Melbourne (CBD),Portland Properties Pty Ltd,6240,Financial Asset Investing,144.97326,-37.81314,"(-37.81314228, 144.9732576)"
2018,38,102172,102172,Melbourne (CBD),Market Lane Coffee,4511,Cafes and Restaurants,144.97326,-37.81314,"(-37.81314228, 144.9732576)"
2018,38,102172,102172,Melbourne (CBD),La Belle Miette,4129,Other Specialised Food Retailing,144.97326,-37.81314,"(-37.81314228, 144.9732576)"
2018,38,108982,108982,Melbourne (CBD),Westphalia Investments,6962,Management Advice and Other Consulting Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),The Portland House Group Pty Limited,6419,Other Auxiliary Finance and Investment Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Saki Sushi Bar,4512,Takeaway Food Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Mt Pearl Investments,6712,Non-Residential Property Operators,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Mamma's Boy,4511,Cafes and Restaurants,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Little Bean Blue,4512,Takeaway Food Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Funds Management Online,6419,Other Auxiliary Finance and Investment Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Corporate Real Estate Advisory Pty Ltd,6720,Real Estate Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Coffee Exchange,4511,Cafes and Restaurants,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Cafe Excello,4511,Cafes and Restaurants,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Australian Hotels And Hospitality Association Inc,4530,Clubs (Hospitality),144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Australasian Gaming Council,9551,Business and Professional Association Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),Applied International,6240,Financial Asset Investing,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,38,108982,108982,Melbourne (CBD),AMES,8220,Educational Support Services,144.97318,-37.8126,"(-37.81259963, 144.9731832)"
2018,234,103065,103065,Carlton,Pesel + Carr,6940,Advertising Services,144.97316,-37.79798,"(-37.79798246, 144.9731551)"
2018,234,103065,103065,Carlton,Melbourne Osteothealth,8534,Chiropractic and Osteopathic Services,144.97316,-37.79798,"(-37.79798246, 144.9731551)"
2018,18,103915,103915,Melbourne (CBD),Fortyfivedownstairs,4279,Other Store-Based Retailing n.e.c.,144.97313,-37.81494,"(-37.81494015, 144.9731346)"
2018,18,103915,103915,Melbourne (CBD),Cumulus Inc,4511,Cafes and Restaurants,144.97313,-37.81494,"(-37.81494015, 144.9731346)"
2018,18,103915,103915,Melbourne (CBD),Arc One Gallery,4279,Other Store-Based Retailing n.e.c.,144.97313,-37.81494,"(-37.81494015, 144.9731346)"
2018,38,102171,102171,Melbourne (CBD),Vacant,0,Vacant Space,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Vacant,0,Vacant Space,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Vacant,0,Vacant Space,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),The Re-Vision Group / Talint IQ,8539,Other Allied Health Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),The Contax Optica Group,8532,Optometry and Optical Dispensing,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Slow Waves,4251,Clothing Retailing,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Simple Net Australia Pty Ltd,7000,Computer System Design and Related Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Sarah Scout Presents,4279,Other Store-Based Retailing n.e.c.,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Pilates On Collins,9539,Other Personal Services n.e.c.,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Physio on Collins,8533,Physiotherapy Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Park Terrace Investments,6419,Other Auxiliary Finance and Investment Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Navigate Corporate Affairs,6962,Management Advice and Other Consulting Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Natural Stress Therapy,8537,Alternative Health Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Mr John Blanch,6931,Legal Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Men's & Relationship Counselling,8790,Other Social Assistance Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Melbourne Naturopathic Wellness,8539,Other Allied Health Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Material by Product,9551,Business and Professional Association Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Kings Domain Barber Shop,9511,Hairdressing and Beauty Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),EXP Financial Group,6411,Financial Asset Broking Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Dr Sharon Chui,8531,Dental Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Dr Scott Jenkins,8531,Dental Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Constitutional Acupuncture,8537,Alternative Health Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Collins St Psychology,8512,Specialist Medical Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Clear Skin Expert,8512,Specialist Medical Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),City Chinese Medicine,8537,Alternative Health Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Charles B G Brett,6931,Legal Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Central Kinesiology,8512,Specialist Medical Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Broached Commissions,6924,Other Specialised Design Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102171,102171,Melbourne (CBD),Bainbridge Consultants,6962,Management Advice and Other Consulting Services,144.97309,-37.81317,"(-37.81316771, 144.9730933)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,102170,102170,Melbourne (CBD),Vacant,0,Vacant Space,144.97307,-37.8133,"(-37.81330089, 144.9730682)"
2018,38,108980,108980,Melbourne (CBD),Vanant,0,Vacant Space,144.97306,-37.81278,"(-37.81277829, 144.9730552)"
2018,234,103066,103066,Carlton,The Peter Dee Company,4310,Non-Store Retailing,144.97306,-37.79797,"(-37.79797253, 144.9730614)"
2018,227,101427,101427,Carlton,San Marco In Lamas Co-Operative Social Club,4530,Clubs (Hospitality),144.97303,-37.79497,"(-37.79496564, 144.9730298)"
2018,234,100802,100802,Carlton,Vacant,0,Vacant Space,144.97296,-37.79884,"(-37.79884074, 144.9729558)"
2018,48,108983,108983,Melbourne (CBD),Windsor Hotel,4400,Accommodation,144.97292,-37.81199,"(-37.81199379, 144.9729236)"
2018,38,102169,102169,Melbourne (CBD),William Douglas Jeweller,2591,Jewellery and Silverware Manufacturing,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Vacant,0,Vacant Space,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Vacant,0,Vacant Space,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Vacant,0,Vacant Space,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Uniquely Chiropratctic,8534,Chiropractic and Osteopathic Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),The Federation of Chinese Associations (Vic) Inc,8790,Other Social Assistance Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Sunrise CAD / CAM Dental Lab,2412,Medical and Surgical Equipment Manufacturing,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Smile Replections,2412,Medical and Surgical Equipment Manufacturing,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Smile And Co,8531,Dental Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),SIP Management Consultants,6962,Management Advice and Other Consulting Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Sho Dental Laboratory,2412,Medical and Surgical Equipment Manufacturing,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Sentric Pty Ltd,6962,Management Advice and Other Consulting Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Semz Group Pty Ltd,6962,Management Advice and Other Consulting Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Rocdon Development,3011,House Construction,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Restaurant Brands Pty Ltd,7291,Office Administrative Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),PSB Dental,8531,Dental Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Prima Consulting,5420,Software Publishing,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Periodental Associates,8531,Dental Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Paris End Cafe,4511,Cafes and Restaurants,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),N W Houghton Pty Ltd,6932,Accounting Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),NWH Accounting Professionals,6932,Accounting Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),My Podiatrist,8539,Other Allied Health Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Mr G Dimitroulis/Mr A Bridgeman/Mr T Sunderland/Mr C Poon/Mr B Lim/ Dr N Gibson,8531,Dental Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
2018,38,102169,102169,Melbourne (CBD),Michael Khan & Dr Rene Henri Dupuche,8512,Specialist Medical Services,144.97289,-37.81331,"(-37.81330509, 144.9728922)"
